day,S,E,I,R
0,1974255,0,0,0
0.1,1974255.0,0.0,0.0,0.0
0.2,1974255.0,0.0,0.0,0.0
0.30000000000000004,1974255.0,0.0,0.0,0.0
0.4,1974255.0,0.0,0.0,0.0
0.5,1974255.0,0.0,0.0,0.0
0.6,1974255.0,0.0,0.0,0.0
0.7,1974255.0,0.0,0.0,0.0
0.7999999999999999,1974255.0,0.0,0.0,0.0
0.8999999999999999,1974255.0,0.0,0.0,0.0
0.9999999999999999,1974255.0,0.0,0.0,0.0
1.0999999999999999,1974255.0,0.0,0.0,0.0
1.2,1974255.0,0.0,0.0,0.0
1.3,1974255.0,0.0,0.0,0.0
1.4000000000000001,1974255.0,0.0,0.0,0.0
1.5000000000000002,1974255.0,0.0,0.0,0.0
1.6000000000000003,1974255.0,0.0,0.0,0.0
1.7000000000000004,1974255.0,0.0,0.0,0.0
1.8000000000000005,1974255.0,0.0,0.0,0.0
1.9000000000000006,1974255.0,0.0,0.0,0.0
2.0000000000000004,1974255.0,0.0,0.0,0.0
2.1000000000000005,1974255.0,0.0,0.0,0.0
2.2000000000000006,1974255.0,0.0,0.0,0.0
2.3000000000000007,1974255.0,0.0,0.0,0.0
2.400000000000001,1974255.0,0.0,0.0,0.0
2.500000000000001,1974255.0,0.0,0.0,0.0
2.600000000000001,1974255.0,0.0,0.0,0.0
2.700000000000001,1974255.0,0.0,0.0,0.0
2.800000000000001,1974255.0,0.0,0.0,0.0
2.9000000000000012,1974255.0,0.0,0.0,0.0
3.0000000000000013,1974255.0,0.0,0.0,0.0
3.1000000000000014,1974255.0,0.0,0.0,0.0
3.2000000000000015,1974255.0,0.0,0.0,0.0
3.3000000000000016,1974255.0,0.0,0.0,0.0
3.4000000000000017,1974255.0,0.0,0.0,0.0
3.5000000000000018,1974255.0,0.0,0.0,0.0
3.600000000000002,1974255.0,0.0,0.0,0.0
3.700000000000002,1974255.0,0.0,0.0,0.0
3.800000000000002,1974255.0,0.0,0.0,0.0
3.900000000000002,1974255.0,0.0,0.0,0.0
4.000000000000002,1974255.0,0.0,0.0,0.0
4.100000000000001,1974255.0,0.0,0.0,0.0
4.200000000000001,1974255.0,0.0,0.0,0.0
4.300000000000001,1974255.0,0.0,0.0,0.0
4.4,1974255.0,0.0,0.0,0.0
4.5,1974255.0,0.0,0.0,0.0
4.6,1974255.0,0.0,0.0,0.0
4.699999999999999,1974255.0,0.0,0.0,0.0
4.799999999999999,1974255.0,0.0,0.0,0.0
4.899999999999999,1974255.0,0.0,0.0,0.0
4.999999999999998,1974255.0,0.0,0.0,0.0
5.099999999999998,1974255.0,0.0,0.0,0.0
5.1999999999999975,1974255.0,0.0,0.0,0.0
5.299999999999997,1974255.0,0.0,0.0,0.0
5.399999999999997,1974255.0,0.0,0.0,0.0
5.4999999999999964,1974255.0,0.0,0.0,0.0
5.599999999999996,1974255.0,0.0,0.0,0.0
5.699999999999996,1974255.0,0.0,0.0,0.0
5.799999999999995,1974255.0,0.0,0.0,0.0
5.899999999999995,1974255.0,0.0,0.0,0.0
5.999999999999995,1974255.0,0.0,0.0,0.0
6.099999999999994,1974255.0,0.0,0.0,0.0
6.199999999999994,1974255.0,0.0,0.0,0.0
6.299999999999994,1974255.0,0.0,0.0,0.0
6.399999999999993,1974255.0,0.0,0.0,0.0
6.499999999999993,1974255.0,0.0,0.0,0.0
6.5999999999999925,1974255.0,0.0,0.0,0.0
6.699999999999992,1974255.0,0.0,0.0,0.0
6.799999999999992,1974255.0,0.0,0.0,0.0
6.8999999999999915,1974255.0,0.0,0.0,0.0
6.999999999999991,1974255.0,0.0,0.0,0.0
7.099999999999991,1974255.0,0.0,0.0,0.0
7.19999999999999,1974255.0,0.0,0.0,0.0
7.29999999999999,1974255.0,0.0,0.0,0.0
7.39999999999999,1974255.0,0.0,0.0,0.0
7.499999999999989,1974255.0,0.0,0.0,0.0
7.599999999999989,1974255.0,0.0,0.0,0.0
7.699999999999989,1974255.0,0.0,0.0,0.0
7.799999999999988,1974255.0,0.0,0.0,0.0
7.899999999999988,1974255.0,0.0,0.0,0.0
7.999999999999988,1974255.0,0.0,0.0,0.0
8.099999999999987,1974255.0,0.0,0.0,0.0
8.199999999999987,1974255.0,0.0,0.0,0.0
8.299999999999986,1974255.0,0.0,0.0,0.0
8.399999999999986,1974255.0,0.0,0.0,0.0
8.499999999999986,1974255.0,0.0,0.0,0.0
8.599999999999985,1974255.0,0.0,0.0,0.0
8.699999999999985,1974255.0,0.0,0.0,0.0
8.799999999999985,1974255.0,0.0,0.0,0.0
8.899999999999984,1974255.0,0.0,0.0,0.0
8.999999999999984,1974255.0,0.0,0.0,0.0
9.099999999999984,1974255.0,0.0,0.0,0.0
9.199999999999983,1974255.0,0.0,0.0,0.0
9.299999999999983,1974255.0,0.0,0.0,0.0
9.399999999999983,1974255.0,0.0,0.0,0.0
9.499999999999982,1974255.0,0.0,0.0,0.0
9.599999999999982,1974255.0,0.0,0.0,0.0
9.699999999999982,1974255.0,0.0,0.0,0.0
9.799999999999981,1974255.0,0.0,0.0,0.0
9.89999999999998,1974255.0,0.0,0.0,0.0
9.99999999999998,1974255.0,0.0,0.0,0.0
10.09999999999998,1974255.0,0.0,0.0,0.0
10.19999999999998,1974255.0,0.0,0.0,0.0
10.29999999999998,1974255.0,0.0,0.0,0.0
10.399999999999979,1974255.0,0.0,0.0,0.0
10.499999999999979,1974255.0,0.0,0.0,0.0
10.599999999999978,1974255.0,0.0,0.0,0.0
10.699999999999978,1974255.0,0.0,0.0,0.0
10.799999999999978,1974255.0,0.0,0.0,0.0
10.899999999999977,1974255.0,0.0,0.0,0.0
10.999999999999977,1974255.0,0.0,0.0,0.0
11.099999999999977,1974255.0,0.0,0.0,0.0
11.199999999999976,1974255.0,0.0,0.0,0.0
11.299999999999976,1974255.0,0.0,0.0,0.0
11.399999999999975,1974255.0,0.0,0.0,0.0
11.499999999999975,1974255.0,0.0,0.0,0.0
11.599999999999975,1974255.0,0.0,0.0,0.0
11.699999999999974,1974255.0,0.0,0.0,0.0
11.799999999999974,1974255.0,0.0,0.0,0.0
11.899999999999974,1974255.0,0.0,0.0,0.0
11.999999999999973,1974255.0,0.0,0.0,0.0
12.099999999999973,1974255.0,0.0,0.0,0.0
12.199999999999973,1974255.0,0.0,0.0,0.0
12.299999999999972,1974255.0,0.0,0.0,0.0
12.399999999999972,1974255.0,0.0,0.0,0.0
12.499999999999972,1974255.0,0.0,0.0,0.0
12.599999999999971,1974255.0,0.0,0.0,0.0
12.69999999999997,1974255.0,0.0,0.0,0.0
12.79999999999997,1974255.0,0.0,0.0,0.0
12.89999999999997,1974255.0,0.0,0.0,0.0
12.99999999999997,1974255.0,0.0,0.0,0.0
13.09999999999997,1974255.0,0.0,0.0,0.0
13.199999999999969,1974255.0,0.0,0.0,0.0
13.299999999999969,1974255.0,0.0,0.0,0.0
13.399999999999968,1974255.0,0.0,0.0,0.0
13.499999999999968,1974255.0,0.0,0.0,0.0
13.599999999999968,1974255.0,0.0,0.0,0.0
13.699999999999967,1974255.0,0.0,0.0,0.0
13.799999999999967,1974255.0,0.0,0.0,0.0
13.899999999999967,1974255.0,0.0,0.0,0.0
13.999999999999966,1974255.0,0.0,0.0,0.0
14.099999999999966,1974255.0,0.0,0.0,0.0
14.199999999999966,1974255.0,0.0,0.0,0.0
14.299999999999965,1974255.0,0.0,0.0,0.0
14.399999999999965,1974255.0,0.0,0.0,0.0
14.499999999999964,1974255.0,0.0,0.0,0.0
14.599999999999964,1974255.0,0.0,0.0,0.0
14.699999999999964,1974255.0,0.0,0.0,0.0
14.799999999999963,1974255.0,0.0,0.0,0.0
14.899999999999963,1974255.0,0.0,0.0,0.0
14.999999999999963,1974255.0,0.0,0.0,0.0
15.099999999999962,1974255.0,0.0,0.0,0.0
15.199999999999962,1974255.0,0.0,0.0,0.0
15.299999999999962,1974255.0,0.0,0.0,0.0
15.399999999999961,1974255.0,0.0,0.0,0.0
15.499999999999961,1974255.0,0.0,0.0,0.0
15.59999999999996,1974255.0,0.0,0.0,0.0
15.69999999999996,1974255.0,0.0,0.0,0.0
15.79999999999996,1974255.0,0.0,0.0,0.0
15.89999999999996,1974255.0,0.0,0.0,0.0
15.99999999999996,1974255.0,0.0,0.0,0.0
16.09999999999996,1974255.0,0.0,0.0,0.0
16.19999999999996,1974255.0,0.0,0.0,0.0
16.29999999999996,1974255.0,0.0,0.0,0.0
16.399999999999963,1974255.0,0.0,0.0,0.0
16.499999999999964,1974255.0,0.0,0.0,0.0
16.599999999999966,1974255.0,0.0,0.0,0.0
16.699999999999967,1974255.0,0.0,0.0,0.0
16.79999999999997,1974255.0,0.0,0.0,0.0
16.89999999999997,1974255.0,0.0,0.0,0.0
16.99999999999997,1974255.0,0.0,0.0,0.0
17.099999999999973,1974255.0,0.0,0.0,0.0
17.199999999999974,1974255.0,0.0,0.0,0.0
17.299999999999976,1974255.0,0.0,0.0,0.0
17.399999999999977,1974255.0,0.0,0.0,0.0
17.49999999999998,1974255.0,0.0,0.0,0.0
17.59999999999998,1974255.0,0.0,0.0,0.0
17.69999999999998,1974255.0,0.0,0.0,0.0
17.799999999999983,1974255.0,0.0,0.0,0.0
17.899999999999984,1974255.0,0.0,0.0,0.0
17.999999999999986,1974255.0,0.0,0.0,0.0
18.099999999999987,1974255.0,0.0,0.0,0.0
18.19999999999999,1974255.0,0.0,0.0,0.0
18.29999999999999,1974255.0,0.0,0.0,0.0
18.39999999999999,1974255.0,0.0,0.0,0.0
18.499999999999993,1974255.0,0.0,0.0,0.0
18.599999999999994,1974255.0,0.0,0.0,0.0
18.699999999999996,1974255.0,0.0,0.0,0.0
18.799999999999997,1974255.0,0.0,0.0,0.0
18.9,1974255.0,0.0,0.0,0.0
19.0,1974255.0,0.0,0.0,0.0
19.1,1974255.0,0.0,0.0,0.0
19.200000000000003,1974255.0,0.0,0.0,0.0
19.300000000000004,1974255.0,0.0,0.0,0.0
19.400000000000006,1974255.0,0.0,0.0,0.0
19.500000000000007,1974255.0,0.0,0.0,0.0
19.60000000000001,1974255.0,0.0,0.0,0.0
19.70000000000001,1974255.0,0.0,0.0,0.0
19.80000000000001,1974255.0,0.0,0.0,0.0
19.900000000000013,1974255.0,0.0,0.0,0.0
20.000000000000014,1974255.0,0.0,0.0,0.0
20.100000000000016,1974255.0,0.0,0.0,0.0
20.200000000000017,1974255.0,0.0,0.0,0.0
20.30000000000002,1974255.0,0.0,0.0,0.0
20.40000000000002,1974255.0,0.0,0.0,0.0
20.50000000000002,1974255.0,0.0,0.0,0.0
20.600000000000023,1974255.0,0.0,0.0,0.0
20.700000000000024,1974255.0,0.0,0.0,0.0
20.800000000000026,1974255.0,0.0,0.0,0.0
20.900000000000027,1974255.0,0.0,0.0,0.0
21.00000000000003,1974255.0,0.0,0.0,0.0
21.10000000000003,1974255.0,0.0,0.0,0.0
21.20000000000003,1974255.0,0.0,0.0,0.0
21.300000000000033,1974255.0,0.0,0.0,0.0
21.400000000000034,1974255.0,0.0,0.0,0.0
21.500000000000036,1974255.0,0.0,0.0,0.0
21.600000000000037,1974255.0,0.0,0.0,0.0
21.70000000000004,1974255.0,0.0,0.0,0.0
21.80000000000004,1974255.0,0.0,0.0,0.0
21.90000000000004,1974255.0,0.0,0.0,0.0
22.000000000000043,1974255.0,0.0,0.0,0.0
22.100000000000044,1974255.0,0.0,0.0,0.0
22.200000000000045,1974255.0,0.0,0.0,0.0
22.300000000000047,1974255.0,0.0,0.0,0.0
22.40000000000005,1974255.0,0.0,0.0,0.0
22.50000000000005,1974255.0,0.0,0.0,0.0
22.60000000000005,1974255.0,0.0,0.0,0.0
22.700000000000053,1974255.0,0.0,0.0,0.0
22.800000000000054,1974255.0,0.0,0.0,0.0
22.900000000000055,1974255.0,0.0,0.0,0.0
23.000000000000057,1974255.0,0.0,0.0,0.0
23.10000000000006,1974255.0,0.0,0.0,0.0
23.20000000000006,1974255.0,0.0,0.0,0.0
23.30000000000006,1974255.0,0.0,0.0,0.0
23.400000000000063,1974255.0,0.0,0.0,0.0
23.500000000000064,1974255.0,0.0,0.0,0.0
23.600000000000065,1974255.0,0.0,0.0,0.0
23.700000000000067,1974255.0,0.0,0.0,0.0
23.800000000000068,1974255.0,0.0,0.0,0.0
23.90000000000007,1974255.0,0.0,0.0,0.0
24.00000000000007,1974255.0,0.0,0.0,0.0
24.100000000000072,1974255.0,0.0,0.0,0.0
24.200000000000074,1974255.0,0.0,0.0,0.0
24.300000000000075,1974255.0,0.0,0.0,0.0
24.400000000000077,1974255.0,0.0,0.0,0.0
24.500000000000078,1974255.0,0.0,0.0,0.0
24.60000000000008,1974255.0,0.0,0.0,0.0
24.70000000000008,1974255.0,0.0,0.0,0.0
24.800000000000082,1974255.0,0.0,0.0,0.0
24.900000000000084,1974255.0,0.0,0.0,0.0
25.000000000000085,1974255.0,0.0,0.0,0.0
25.100000000000087,1974255.0,0.0,0.0,0.0
25.200000000000088,1974255.0,0.0,0.0,0.0
25.30000000000009,1974255.0,0.0,0.0,0.0
25.40000000000009,1974255.0,0.0,0.0,0.0
25.500000000000092,1974255.0,0.0,0.0,0.0
25.600000000000094,1974255.0,0.0,0.0,0.0
25.700000000000095,1974255.0,0.0,0.0,0.0
25.800000000000097,1974255.0,0.0,0.0,0.0
